ID,NOME AUTORE,URL ULAN O ID AUTORE NON ULAN,RIF. AUTORE,AMBITO CULTURALE,MOTIVAZIONE ATTRIBUZIONE,ALTRE ATTRIBUZIONI: NOME,ALTRE ATTRIBUZIONI: URL ULAN O ID NON ULAN,ALTRE ATTRIBUZIONI: RIF. AUTORE,ALTRE ATTRIBUZIONI: AMBITO CULTURALE,ALTRE ATTRIBUZIONI: MOTIVAZIONE ATTRIBUZIONE,OGGETTO DEFINIZIONE,OGGETTO IDENTIFICAZIONE,OGGETTO CATEGORIA,SOGGETTO,DENOMINAZIONE TRADIZIONALE,TECNICA,LAVORAZIONE,DESCRIZIONE,MISURE,LOCALIZZAZIONE PROVINCIA,LOCALIZZAZIONE COMUNE,URL GEONAMES,LUOGO CONTENITORE,LOCALIZZAZIONE SPECIFICA,LOCALIZZAZIONI PRECEDENTI: TIPO,LOCALIZZAZIONI PRECEDENTI: PROVINCIA,LOCALIZZAZIONI PRECEDENTI: COMUNE,LOCALIZZAZIONI PRECEDENTI: URL GEONAMES,LOCALIZZAZIONI PRECEDENTI: CONTENITORE,LOCALIZZAZIONI PRECEDENTI: SPECIFICA,LOCALIZZAZIONI PRECEDENTI: CRONOLOGIA,COMMISSIONE,DATAZIONE DA,DATAZIONE A,NOTIZIE STORICO CRITICHE,STATO DI CONSERVAZIONE,RESTAURI,OGGETTI IN RELAZIONE,BIBLIOGRAFIA
85,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Seguace,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM16),,,,,,busto,,rilievo,Busto di santo,,terracotta modellata,,La terracotta mostra il busto di un santo barbuto e con i capelli lunghi che rivolge lo sguardo verso l'alto. Sulla sua spalla sinistra è poggiato un manto,cm 51x35,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1490,1510,"Alfredo Puerari ha riferito questo busto a un seguace di Agostindo de Fondulis per le assonanze con le ""teste"" di Palazzo Landi a Piacenza e Palazzo Fodri a Cremona.","Ha il naso spezzato, e così buona parte della barba e della spalla destra. Ha perduto la cromia",,,"M4, 43-44"
86,Rinaldo de Staulis,3,?,"Scuola italiana, scuola lombarda, scuola cremonese",,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M4),formella architettonica,serie,rilievo,Angelo,,terracotta a stampo,,La terracotta mostra un angelo riccioluto con la testa rivolta a sinistra e le ali spiegate verso l'alto intento a sorreggere un oggetto di difficile identificazione a casua del cattivo stato di conservazione,cm 30x15,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1450,1470,Di questo rilievo seriale riferito da Alfredo Puerari a un anonimo scultore lombardo della prima metà del XV secolo si conservano quattro esemplari al Museo Civico Ala Ponzone di Cremona. La serie decorativa era completata da altre formelle frutto di un'altra matrice simile con un angelo intento a suonare un liuto,Tutti i rilievi di questa serie sono in cattivo stato di conservazione,,,"M9, 8; M4"
87,Antonio Rossellino,http://vocab.getty.edu/page/ulan/500002855,Da,"Scuola italiana, scuola toscana, scuola fiorentina",Bibliografia (AM17),Gian Cristoforo Romano,http://vocab.getty.edu/page/ulan/500015533,,"Scuola italiana, scuola lombarda",Bibliografia (AP26),rilievo,serie,rilievo,Madonna col Bambino,Madonna di Leningrado,terracotta a stampo,policroma,"La terracotta rafigura la Madonna vista di tre quarti, assisa su un faldistorio con terminazione a capitello ionico. Pone la mano destra sul pancino del piccolo Gesù aiutandolo, anche con il braccio sinistro che rimane nascosto, a mantenersi eretto. Sotto alla Vergine corre una fascia dipinta di blu con l’iscrizione in oro “Av[e] Regin[a] IHS celorum”",cm 65x45,CR,Crema,https://www.geonames.org/3177841/crema.html,Santuario di Santa Maria della Croce,,P,,,,,,,,1460,1490,"Il rilievo, in origine nell'abitazione del milanese Francesco Cotta, il 4 maggio 1490  fu collocato nel bosco del Novelletto per testimoniare un evento miracoloso. L'immagnine iniziò così ad essere oggetto di grande devozione, tanto che più tardi si decise di erigere il Santuario per conservarla. La terracotta fa parte di una foltissima serie di repliche (oltre cento) realizzate a partire da una probabile invenzione di Antonio Rossellino attorno agli anni cinquanta del Quattrocento di cui ancora si fatica a riconoscere il prototipo (anche se potrebbe trattarsi del rilievo marmoreo del Museo dell’Ermitage a San Pietroburgo). Tra tutte le varie repliche gli studiosi hanno individuato alcuni gruppi: l'esemplare cremasco rientra tra quelli in cui lo sfondo è liscio e la composizione è priva di cornice (come in quello dello Spedale degli Innocenti di Firenze che mantiene ancora la cromia originaria). Al Museo Civico Ala Ponzone di Cremona sono conservati due rilievi della stessa serie: in entrambi compare una ghirlanda sullo sfondo e due diverse tipologie di cornice all'antica",La terracotta presenta spesse ridipinture,La terracotta è stata ridipinta dal pittore cremasco Giovanni Signorini (1808-1858) ed è stata sottoposta ad un'intervento di pulitura nel 1988,,"AP26, 8; AM17, 281-294"
88,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Scheda soprintendenza,,,,,,rilievo,,rilievo,Cristo in pietà,,terracotta modellata,,La terracotta mostra Cristo morto a mezzo busto sul bordo del sepolcro con le braccia incrociate la testa aureolata reclinata e gli occhi chiusi,da verificare,CR,Pizzighettone,https://www.geonames.org/3170597/pizzighettone.html,Chiesa di San Bassiano,facciata,,,,,,,,,1467,1475,"Come testimoniano le fonti nel 1467 fu innalzata la facciata della chiesa, fu aperto il rosone e furono applicati gli elementi decorativi al di sopra dei portali minori e sotto gli spioventi. Il Cristo morto fu probabilmente collocato in quella circostanza.",La terracotta è in cattivo stato di conservazione: è priva del naso e consunta in più punti,,,BIBLIOGRAFIA
89,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (AP27),,,,,,frammento,,frammento,Madonna col Bambino,,terracotta modellata,,Il frammento permette di riconoscere la mano e il ginocchio di una Madonna assisa in trono intenta a sostenere il Bambino,cm 38x30x36,CR,Ripalta Arpina,https://www.geonames.org/6534609/ripalta-arpina.html,Chiesa di Santa Maria Rotonda,,,,,,,,,,1450,1500,"Secondo la testimonianza del parroco Luciano Valerani, il frammento di statua fu ritrovato nel 1990 durante i lavori di rifacimento del tetto della chiesa. Una Madonna col Bambino fittile sull'altare laterale dedicato alla Beata Vergine è ricordata nelle visite pastorali fin dal 1658",La terracotta è in stato frammentario,,,"AP27, 316-317"
90,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",,,,,,,gruppo,,opera a tutto tondo,Pietà,,terracotta modellata,policroma,La terracotta mostra la Vergine che sostiene il corpo del figlio morto sulle sue ginocchia mentre gli sostiene il capo con la mano destra e gli tiene la mano con la sinistra,cm 130x94x43,CR,Cremosano,https://www.geonames.org/6543217/cremosano.html,Chiesa di Santa Maria Maddalena,,,,,,,,,,1490,1510,,La terracotta mostra una cromia moderna,,,BIBLIOGRAFIA
91,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M2),,,,,,rilievo,,rilievo,San Girolamo,,terracotta modellata,,Il rilievo mostra un San Girolamo inginocchiato al'ingresso di una grotta che si percuote il petto con un sasso mentre si rivolge a un Crocifisso. Accanto alla figura del Santo compaiono un piccolo leone e un edificio in lontananza,cm 47x45x8,CR,Capergnanica,https://www.geonames.org/3180722/capergnanica.html,Chiesa di San Girolamo,,,,,,,,,,1470,1490,"Ritenuto da Maria Verga Bandirali dello stesso autore della formella con l'Evangelista in collezione privata ascrivibile al Maestro degli Angeli Cantori, è invece con ogni probabilità di un maestro lombardo più tardo, non lontano dei modi di Giovanni Pietro da Rho",La terracotta è stata privata dalla cromia,,,M2
92,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (AM1),,,,,,frammento,,opera a tutto tondo,Testa di bambino,,terracotta modellata,policroma,La terracotta mostra la testa di un bambino (forse Gesù),da verificare,CR,Crema,https://www.geonames.org/3177841/crema.html,Museo Civico di Crema e del Cremasco,,P,CR,Crema,https://www.geonames.org/3177841/crema.html,collezione privata,,1962,,1450,1470,"La terracotta, probabilmente una porzione di una Madonna col Bambino, proveniente da una casa in via Alemanio Fino a Crema fu donata al Museo da Giambattista Maccalli il 15 maggio 1962.",La terracotta è rotta in più punti,,,"AM1, 134"
93,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Filippo,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") per il San Filippo, il San Giuda, il San Giacomo Maggiore il San Mattia e forse il San Giovanni.",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
94,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Giuda,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") per il San Filippo, il San Giuda, il San Giacomo Maggiore il San Mattia e forse il San Giovanni.",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
95,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Giacomo Maggiore,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") per il San Filippo, il San Giuda, il San Giacomo Maggiore il San Mattia e forse il San Giovanni.",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
96,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Mattia,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") per il San Filippo, il San Giuda, il San Giacomo Maggiore il San Mattia e forse il San Giovanni.",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
97,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Giovanni,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") per il San Filippo, il San Giuda, il San Giacomo Maggiore il San Mattia e forse il San Giovanni.",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
98,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Tommaso,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") e di alcuni suoi collaboratori: come l'autore dei più sobri e misurati San Tommaso, San Matteo, San Giacomo Minore e San Simone",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
99,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Matteo,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") e di alcuni suoi collaboratori: come l'autore dei più sobri e misurati San Tommaso, San Matteo, San Giacomo Minore e San Simone",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
100,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Giacomo Minore,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") e di alcuni suoi collaboratori: come l'autore dei più sobri e misurati San Tommaso, San Matteo, San Giacomo Minore e San Simone",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
101,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Simone,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") e di alcuni suoi collaboratori: come l'autore dei più sobri e misurati San Tommaso, San Matteo, San Giacomo Minore e San Simone",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
